label,carat,cut,color,clarity,depth,table,x,y,z,price
11964.00,0.32,Very Good,H,VS2,62.30,57.00,4.37,4.39,2.73,505.00
11965.00,1.74,Premium,I,SI2,62.20,58.00,7.65,7.61,4.75,7858.00
11966.00,1.51,Ideal,G,SI1,62.90,57.00,7.30,7.27,4.58,11255.00
11967.00,0.70,Ideal,F,SI2,62.10,57.00,5.65,5.69,3.52,2398.00
11968.00,0.37,Ideal,E,VS2,61.90,53.00,4.62,4.65,2.87,811.00
11969.00,1.01,Good,F,SI2,56.90,60.00,6.68,6.64,3.79,4077.00
11970.00,1.20,Premium,H,SI2,60.80,59.00,6.80,6.75,4.12,4301.00
11971.00,0.55,Premium,D,SI1,60.50,60.00,5.30,5.27,3.20,1698.00
11972.00,1.51,Very Good,I,SI1,63.00,59.00,7.26,7.31,4.59,8758.00
11973.00,0.90,Good,J,VS2,64.00,61.00,6.04,6.03,3.86,2822.00
11974.00,0.70,Very Good,E,VS2,62.80,57.00,5.66,5.68,3.56,2553.00
11975.00,0.58,Ideal,F,VS2,61.80,57.00,5.39,5.35,3.32,2401.00
11976.00,1.01,Good,E,SI1,63.30,55.00,6.37,6.42,4.05,5499.00
11977.00,0.27,Ideal,G,VS1,62.30,53.00,4.16,4.19,2.60,527.00
11978.00,0.70,Very Good,G,SI1,62.50,60.00,5.64,5.68,3.54,2042.00
11979.00,0.30,Premium,H,SI2,61.90,60.00,4.29,4.27,2.65,485.00
11980.00,0.35,Ideal,G,VS2,61.30,56.00,4.54,4.58,2.80,646.00
11981.00,1.03,Ideal,G,VS1,62.20,59.00,6.48,6.42,4.01,7211.00
11982.00,0.90,Very Good,D,VS1,60.30,58.00,6.23,6.28,3.77,5331.00
11983.00,0.32,Premium,D,SI1,62.20,60.00,4.37,4.34,2.71,706.00
11984.00,2.01,Ideal,I,SI1,62.40,54.00,8.04,7.96,5.00,12617.00
11985.00,1.01,Very Good,I,SI1,63.20,54.00,6.41,6.35,4.03,4525.00
11986.00,0.75,Very Good,I,SI1,59.10,58.00,5.87,5.91,3.48,2180.00
11987.00,0.50,Premium,E,VS2,59.30,62.00,5.25,5.18,3.09,1684.00
11988.00,0.90,Very Good,H,SI1,62.80,58.00,6.13,6.16,3.86,3437.00
11989.00,0.70,Very Good,E,SI1,63.50,58.00,5.65,5.62,3.58,2592.00
11990.00,2.02,Fair,J,SI2,64.60,55.00,7.93,7.84,5.09,9853.00
11991.00,1.12,Ideal,E,VVS1,61.50,56.00,6.70,6.76,4.13,14407.00
11992.00,0.34,Ideal,G,VS2,61.80,56.00,4.48,4.52,2.78,596.00
11993.00,0.54,Ideal,G,VVS2,61.20,56.00,5.25,5.30,3.22,1914.00
11994.00,0.30,Ideal,G,VVS1,61.70,57.00,4.32,4.30,2.66,1013.00
11995.00,0.31,Ideal,E,VVS1,61.00,57.00,4.33,4.36,2.65,924.00
11996.00,0.33,Ideal,D,VS2,62.60,56.00,4.39,4.43,2.76,781.00
11997.00,0.38,Good,E,VVS1,62.40,64.00,4.59,4.61,2.87,904.00
11998.00,1.01,Very Good,D,VS2,59.80,60.00,6.46,6.51,3.88,7487.00
11999.00,0.32,Good,G,VS1,63.20,55.00,4.37,4.39,2.77,645.00
12000.00,0.41,Ideal,F,VS2,61.80,56.00,4.76,4.79,2.95,863.00
12001.00,0.32,Ideal,F,VVS2,60.40,57.00,4.46,4.47,2.70,829.00
12002.00,1.01,Premium,G,SI1,60.00,58.00,6.54,6.50,3.91,5204.00
12003.00,0.70,Fair,J,VS2,64.60,58.00,5.58,5.56,3.60,1672.00
12004.00,0.30,Very Good,D,VS2,62.80,57.00,4.29,4.31,2.70,710.00
12005.00,0.30,Very Good,H,VVS1,61.30,61.00,4.26,4.29,2.62,684.00
12006.00,1.62,Ideal,E,VS2,61.40,57.00,7.54,7.58,4.64,16358.00
12007.00,1.01,Ideal,E,SI1,60.80,56.00,6.53,6.47,3.95,6346.00
12008.00,1.52,Premium,H,VS1,61.40,58.00,7.30,7.44,4.55,11516.00
12009.00,0.31,Ideal,I,VVS1,62.00,54.00,4.34,4.37,2.70,571.00
12010.00,2.08,Good,I,SI2,57.00,63.00,8.49,8.45,4.83,11313.00
12011.00,0.40,Ideal,D,VVS2,61.40,56.00,4.80,4.75,2.93,1152.00
12012.00,0.33,Ideal,E,SI1,62.50,55.00,4.42,4.45,2.77,579.00
12013.00,1.37,Ideal,I,VS2,61.30,56.00,7.15,7.18,4.39,7500.00
12014.00,0.42,Ideal,E,VS2,62.10,56.00,4.77,4.80,2.97,958.00
12015.00,1.50,Very Good,E,VS2,62.10,60.00,7.27,7.31,4.53,14256.00
12016.00,0.41,Premium,G,VS1,62.10,60.00,4.78,4.72,2.95,961.00
12017.00,0.39,Ideal,G,SI1,61.00,55.00,4.75,4.82,2.92,675.00
12018.00,0.70,Very Good,G,VS1,59.30,62.00,5.74,5.80,3.42,2473.00
12019.00,1.54,Ideal,F,VS1,60.50,56.00,7.52,7.49,4.54,17949.00
12020.00,0.70,Ideal,G,VS1,60.60,57.00,5.75,5.70,3.47,2535.00
12021.00,1.73,Ideal,J,SI1,62.60,57.00,7.69,7.65,4.80,6927.00
12022.00,1.51,Premium,H,VS2,61.50,58.00,7.45,7.32,4.45,10548.00
12023.00,0.54,Ideal,H,VS2,61.60,55.00,5.23,5.25,3.23,1453.00
12024.00,0.36,Very Good,I,VS1,60.90,61.00,4.58,4.61,2.80,568.00
12025.00,0.71,Premium,F,SI2,59.60,59.00,5.79,5.75,3.44,2409.00
12026.00,1.66,Premium,J,VVS2,62.60,59.00,7.58,7.54,4.73,10062.00
12027.00,0.92,Ideal,H,VS1,60.90,57.00,6.33,6.29,3.84,4328.00
12028.00,0.33,Ideal,E,VVS1,61.80,57.00,4.43,4.40,2.73,1052.00
12029.00,1.02,Premium,H,VS2,61.20,58.00,6.47,6.50,3.97,5217.00
12030.00,0.34,Fair,F,VVS1,55.20,59.00,4.72,4.77,2.62,1040.00
12031.00,0.90,Good,I,VVS1,63.60,58.00,6.14,6.10,3.89,4114.00
12032.00,2.01,Premium,D,SI2,61.80,59.00,8.15,8.07,5.01,17235.00
12033.00,0.31,Premium,F,VS2,59.70,60.00,4.42,4.39,2.63,802.00
12034.00,0.30,Ideal,G,VS1,62.00,56.00,4.29,4.32,2.67,624.00
12035.00,1.52,Premium,G,VS1,61.40,58.00,7.38,7.35,4.52,13034.00
12036.00,0.75,Ideal,E,VS2,61.90,57.00,5.81,5.83,3.60,3435.00
12037.00,2.10,Ideal,I,SI1,60.80,60.00,8.24,8.35,5.04,17250.00
12038.00,1.51,Very Good,G,VS1,61.80,57.00,7.31,7.42,4.55,13348.00
12039.00,2.01,Good,G,SI1,63.10,59.00,7.98,8.03,5.05,18572.00
12040.00,0.52,Ideal,F,VS1,62.50,57.00,5.17,5.13,3.22,1707.00
12041.00,1.05,Very Good,J,SI2,63.20,56.00,6.49,6.45,4.09,2789.00
12042.00,1.03,Premium,H,SI2,62.30,59.00,6.42,6.46,4.01,4078.00
12043.00,0.79,Ideal,E,VS2,62.20,55.00,5.97,5.90,3.69,3861.00
12044.00,0.39,Ideal,E,IF,61.10,57.00,4.73,4.76,2.90,1333.00
12045.00,1.02,Very Good,H,SI1,59.90,58.00,6.57,6.66,3.96,5131.00
12046.00,1.51,Premium,G,VS1,62.60,60.00,7.28,7.19,4.53,14507.00
12047.00,1.29,Very Good,I,VS2,61.30,58.00,6.98,7.04,4.30,6099.00
12048.00,1.11,Ideal,H,SI1,62.30,55.00,6.70,6.65,4.16,5456.00
12049.00,1.00,Good,D,SI2,62.80,61.00,6.31,6.36,3.98,4520.00
12050.00,0.50,Ideal,E,SI1,61.80,56.00,5.11,5.07,3.14,1617.00
12051.00,0.33,Ideal,H,SI2,61.40,56.00,4.85,4.79,2.95,554.00
12052.00,0.47,Ideal,G,SI2,62.40,55.00,4.96,5.01,3.11,784.00
12053.00,0.77,Ideal,F,VS1,62.50,57.00,5.88,5.90,3.68,3357.00
12054.00,0.30,Very Good,G,VS1,63.40,58.00,4.25,4.23,2.69,776.00
12055.00,0.76,Premium,H,SI1,59.80,57.00,5.93,5.91,3.54,2227.00
12056.00,1.01,Ideal,G,VVS2,62.50,56.00,6.38,6.41,4.00,7941.00
12057.00,0.42,Premium,F,SI1,60.60,61.00,4.87,4.83,2.94,926.00
12058.00,0.30,Ideal,D,VS1,61.80,56.00,4.30,4.34,2.67,661.00
12059.00,0.73,Premium,G,VS2,60.70,58.00,5.82,5.87,3.55,2746.00
12060.00,0.58,Very Good,F,VS1,61.50,60.00,5.32,5.38,3.29,2001.00
12061.00,0.73,Ideal,E,SI1,60.10,56.00,5.91,5.87,3.54,2661.00
12062.00,0.93,Premium,F,SI2,60.00,60.00,6.36,6.31,3.80,3333.00
12063.00,0.60,Very Good,I,VVS2,63.70,57.40,5.36,5.41,3.42,1565.00
12064.00,0.91,Very Good,G,SI2,63.30,57.00,6.12,6.08,3.86,3282.00
12065.00,0.71,Ideal,E,SI1,61.30,55.00,5.72,5.77,3.52,2792.00
12066.00,1.52,Very Good,F,VVS2,63.70,57.00,7.28,7.31,4.65,16786.00
12067.00,0.41,Premium,E,SI1,58.80,62.00,4.87,4.85,2.86,852.00
12068.00,1.21,Premium,E,SI2,61.70,59.00,6.83,6.78,4.20,5920.00
12069.00,0.55,Ideal,G,VS2,61.80,55.00,5.25,5.30,3.26,1715.00
12070.00,0.73,Premium,I,VVS2,61.50,58.00,5.78,5.73,3.54,2519.00
12071.00,0.41,Premium,F,VS2,60.30,58.00,4.80,4.85,2.91,863.00
12072.00,0.56,Ideal,E,SI1,60.90,56.00,5.32,5.35,3.25,1580.00
12073.00,1.12,Ideal,H,SI1,62.80,55.00,6.66,6.61,4.17,5863.00
12074.00,0.45,Premium,E,SI1,62.80,58.00,4.88,4.84,3.05,1091.00
12075.00,1.02,Premium,G,SI2,61.80,58.00,6.47,6.40,3.98,3496.00
12076.00,0.36,Premium,F,SI1,61.90,59.00,4.54,4.51,2.80,770.00
12077.00,0.50,Very Good,H,VS2,63.00,55.00,5.05,5.08,3.19,1209.00
12078.00,1.01,Premium,G,SI1,62.20,58.00,6.42,6.40,3.99,5006.00
12079.00,1.17,Premium,J,SI1,61.90,58.00,6.77,6.73,4.18,4423.00
12080.00,0.30,Ideal,D,VS1,61.90,54.10,4.28,4.33,2.67,817.00
12081.00,0.31,Premium,H,VVS1,61.90,58.00,4.34,4.32,2.68,907.00
12082.00,0.90,Premium,F,SI1,62.50,62.00,6.11,6.08,3.81,3881.00
12083.00,0.51,Very Good,G,VS2,62.70,57.00,5.05,5.12,3.19,1438.00
12084.00,0.65,Ideal,D,VS2,61.60,57.00,5.55,5.59,3.43,2402.00
12085.00,0.50,Ideal,I,VVS2,60.50,57.00,5.14,5.17,3.12,1640.00
12086.00,0.41,Very Good,D,SI1,63.00,57.00,4.64,4.70,2.94,717.00
12087.00,0.33,Ideal,H,SI1,60.60,56.00,4.46,4.49,2.72,564.00
12088.00,1.01,Premium,E,SI1,62.00,61.00,6.42,6.38,3.97,5311.00
12089.00,0.71,Good,E,SI2,58.70,61.00,5.73,5.78,3.38,2226.00
12090.00,0.40,Premium,G,SI1,61.40,60.00,4.67,4.71,2.88,702.00
12091.00,1.01,Premium,F,VS2,60.90,58.00,6.47,6.41,3.92,6446.00
12092.00,0.30,Very Good,E,VS2,62.00,58.00,4.26,4.29,2.65,658.00
12093.00,2.00,Premium,G,SI2,62.90,58.00,7.98,7.92,5.00,13420.00
12094.00,1.23,Premium,F,VS1,60.80,58.00,6.94,6.90,4.21,9471.00
12095.00,0.46,Ideal,H,IF,62.20,55.00,4.94,4.99,3.09,1450.00
12096.00,0.41,Ideal,D,VVS1,,56.00,4.77,4.74,2.98,1413.00
12097.00,0.30,Very Good,E,VVS2,60.00,55.00,4.36,4.41,2.63,837.00
12098.00,1.20,Premium,H,VS2,62.40,59.00,6.73,6.69,4.19,6416.00
12099.00,0.55,Very Good,I,SI1,63.60,57.00,5.15,5.19,3.29,1149.00
12100.00,1.02,Good,I,SI2,57.10,62.00,6.66,6.58,3.78,3342.00
12101.00,1.00,Good,D,SI2,64.50,59.00,6.25,6.31,4.05,4541.00
12102.00,0.90,Very Good,E,SI1,62.50,60.00,6.09,6.13,3.82,3748.00
12103.00,0.71,Premium,E,SI1,62.20,58.00,5.74,5.67,3.55,2743.00
12104.00,1.22,Premium,J,SI2,62.60,59.00,6.79,4.24,3.76,3156.00
12105.00,1.02,Very Good,G,VS2,61.90,54.00,6.45,6.48,4.00,6569.00
12106.00,0.31,Premium,E,VVS2,61.40,58.00,4.36,4.33,2.67,1046.00
12107.00,0.91,Premium,D,SI2,62.00,62.00,6.25,6.16,3.85,3403.00
12108.00,0.30,Premium,F,SI1,61.70,59.00,4.33,4.29,2.66,641.00
12109.00,1.01,Very Good,D,SI2,64.00,56.00,6.30,6.38,4.06,5166.00
12110.00,0.57,Ideal,E,VS2,60.40,57.00,5.40,5.35,3.25,1949.00
12111.00,2.04,Premium,I,VS2,62.50,58.00,8.22,8.09,5.10,17028.00
12112.00,1.51,Ideal,F,SI1,63.00,57.00,7.29,7.25,4.58,11035.00
12113.00,2.51,Very Good,I,SI2,62.30,57.00,8.69,8.76,5.44,18090.00
12114.00,1.52,Ideal,G,VS2,61.40,56.00,7.39,7.47,4.56,14692.00
12115.00,0.30,Ideal,D,VS2,61.00,55.00,4.36,4.33,2.65,911.00
12116.00,1.04,Ideal,G,VS2,61.30,57.00,6.53,6.56,4.01,7044.00
12117.00,0.71,Ideal,G,SI1,61.40,55.00,5.75,5.79,3.54,2423.00
12118.00,1.31,Very Good,H,SI2,61.70,59.00,6.96,7.01,4.31,6263.00
12119.00,0.30,Ideal,F,VVS1,62.00,54.20,4.31,4.33,2.68,854.00
12120.00,0.77,Good,D,VS2,63.10,57.00,5.83,5.86,3.69,3489.00
12121.00,0.53,Ideal,D,SI1,61.20,57.00,5.19,5.24,3.19,1587.00
12122.00,1.13,Premium,F,IF,60.00,58.00,6.78,6.76,4.06,12543.00
12123.00,0.31,Good,G,VS2,63.10,56.00,4.31,4.37,2.74,544.00
12124.00,0.40,Good,D,VS2,63.50,55.00,4.66,4.69,2.97,891.00
12125.00,0.70,Very Good,I,VS1,62.40,58.00,5.62,5.67,3.52,1971.00
12126.00,0.55,Premium,G,VS2,62.70,60.00,5.27,5.19,3.28,1445.00
12127.00,0.57,Premium,H,SI1,61.60,58.00,5.37,5.34,3.30,1247.00
12128.00,0.31,Premium,I,SI1,60.70,58.00,4.42,4.38,2.67,593.00
12129.00,1.01,Very Good,F,SI2,60.70,57.00,6.42,6.46,3.91,4004.00
12130.00,0.90,Premium,I,VS2,61.90,59.00,6.20,6.14,3.82,2857.00
12131.00,2.03,Very Good,E,SI2,63.10,56.00,8.01,7.99,5.05,14646.00
12132.00,0.26,Good,H,VVS2,63.30,58.00,4.04,4.08,2.57,468.00
12133.00,0.70,Ideal,F,VS1,61.70,55.00,5.72,5.76,3.54,3154.00
12134.00,1.05,Ideal,G,VS2,60.80,57.00,6.65,6.58,4.02,6604.00
12135.00,0.32,Premium,G,IF,,59.00,4.48,4.51,2.67,954.00
12136.00,1.66,Very Good,G,VS2,63.20,56.00,7.61,7.49,4.77,15229.00
12137.00,0.94,Very Good,H,SI2,61.90,57.00,6.21,6.29,3.87,3394.00
12138.00,0.31,Premium,E,VS2,61.30,60.00,4.39,4.32,2.67,872.00
12139.00,0.72,Ideal,D,SI1,62.20,56.00,5.74,5.77,3.58,2804.00
12140.00,0.38,Ideal,I,VVS2,62.00,55.00,4.65,4.67,2.89,836.00
12141.00,0.28,Very Good,E,VS1,62.80,60.00,4.16,4.21,2.63,434.00
12142.00,1.26,Ideal,E,VVS2,61.10,57.00,7.00,6.98,4.27,14300.00
12143.00,1.01,Premium,H,VS2,62.30,58.00,6.45,6.36,3.99,4412.00
12144.00,0.31,Ideal,E,VS2,61.00,56.00,4.38,4.34,2.66,872.00
12145.00,1.00,Very Good,F,SI2,62.70,58.00,6.30,6.36,3.97,3789.00
12146.00,1.02,Very Good,F,VS2,59.40,58.00,6.52,6.62,3.90,6479.00
12147.00,0.39,Ideal,F,SI1,61.80,55.00,4.70,4.72,2.91,886.00
12148.00,0.36,Ideal,H,VS2,61.00,56.00,4.61,4.63,2.82,587.00
12149.00,0.70,Ideal,G,VVS1,62.80,57.00,5.63,5.68,3.55,3165.00
12150.00,0.72,Very Good,F,VS1,62.20,58.00,5.75,5.70,3.56,2804.00
12151.00,0.30,Very Good,H,VVS1,62.00,59.00,4.26,4.29,2.65,684.00
12152.00,0.51,Ideal,D,VS2,61.90,56.00,5.14,5.11,3.17,1882.00
12153.00,0.41,Ideal,H,VS2,,56.00,4.77,4.79,2.95,1163.00
12154.00,1.67,Ideal,H,SI1,61.60,55.00,7.68,7.62,4.71,11678.00
12155.00,0.30,Ideal,G,VS2,61.60,58.00,4.27,4.30,2.64,545.00
12156.00,1.01,Fair,G,SI1,66.90,56.00,6.15,6.22,4.14,4102.00
12157.00,1.07,Very Good,E,SI2,61.60,56.00,6.54,6.60,4.05,4824.00
12158.00,0.50,Fair,G,VS1,64.90,57.00,4.98,4.94,3.22,1271.00
12159.00,0.30,Ideal,G,VS2,62.20,54.00,4.29,4.33,2.68,495.00
12160.00,1.50,Good,H,VS1,63.80,61.00,7.17,7.12,4.56,9878.00
12161.00,0.24,Premium,H,VVS1,61.20,58.00,4.01,3.96,2.44,554.00
12162.00,0.51,Ideal,G,VVS2,61.10,56.00,5.15,5.19,3.16,1875.00
12163.00,0.31,Ideal,E,SI1,63.00,57.00,4.32,4.29,2.71,698.00
12164.00,1.04,Premium,J,SI2,62.00,59.00,6.49,6.47,4.02,3669.00
12165.00,0.33,Ideal,F,VVS1,60.60,59.00,4.45,4.50,2.71,828.00
12166.00,0.50,Good,G,SI1,63.60,55.00,5.06,5.03,3.21,1286.00
12167.00,1.13,Very Good,D,VS2,62.90,58.00,6.59,6.63,4.16,8561.00
12168.00,0.41,Premium,H,SI1,60.50,58.00,4.85,4.81,2.92,876.00
12169.00,0.40,Premium,F,VS1,62.60,58.00,4.72,4.68,2.94,1050.00
12170.00,0.31,Ideal,G,VS2,61.60,54.00,4.41,4.39,2.71,698.00
12171.00,1.00,Premium,D,SI1,59.60,57.00,6.54,6.44,3.87,5880.00
12172.00,1.04,Very Good,F,VS2,59.00,57.00,6.64,6.69,3.93,6405.00
12173.00,1.54,Ideal,I,SI2,60.30,59.00,7.43,7.46,4.49,8092.00
12174.00,0.30,Very Good,G,IF,61.00,62.00,4.32,4.34,2.64,895.00
12175.00,0.74,Very Good,I,VS2,,59.00,5.83,5.85,3.55,2327.00
12176.00,0.56,Ideal,F,VS2,62.00,56.00,5.27,5.31,3.28,1664.00
12177.00,1.01,Good,E,SI1,64.10,59.00,6.35,6.31,4.06,4480.00
12178.00,1.02,Ideal,F,VS1,61.20,57.00,6.45,6.52,3.98,8024.00
12179.00,0.30,Ideal,F,VVS2,61.60,53.00,4.35,4.39,2.69,694.00
12180.00,1.03,Fair,D,SI1,64.40,61.00,6.33,6.25,4.05,4845.00
12181.00,1.60,Ideal,H,VS2,61.20,57.00,7.57,7.50,4.61,8709.00
12182.00,0.58,Ideal,G,IF,62.10,56.00,5.35,5.37,3.32,2528.00
12183.00,0.56,Ideal,E,SI1,62.80,58.00,5.31,5.26,3.32,1784.00
12184.00,0.34,Ideal,D,VVS1,61.80,54.00,4.49,4.54,2.79,1272.00
12185.00,0.72,Very Good,E,SI2,61.00,59.00,5.73,5.78,3.51,3084.00
12186.00,1.30,Premium,F,SI1,61.40,59.00,7.01,6.97,4.29,8164.00
12187.00,0.76,Premium,F,SI1,,60.00,5.88,5.76,3.61,2706.00
12188.00,1.03,Premium,G,VS2,58.90,59.00,6.65,6.59,3.90,6229.00
12189.00,1.09,Premium,G,SI2,61.30,60.00,6.66,6.59,4.06,3601.00
12190.00,1.51,Ideal,H,VS2,62.50,55.00,7.29,7.34,4.57,10763.00
12191.00,0.30,Ideal,G,VS1,60.60,57.00,4.38,4.40,2.66,624.00
12192.00,1.67,Very Good,G,VVS2,61.60,57.00,7.61,7.69,4.71,17028.00
12193.00,0.35,Premium,H,VVS1,60.10,62.00,4.57,4.52,2.73,956.00
12194.00,1.01,Premium,F,SI1,62.30,59.00,6.38,6.40,3.98,4969.00
12195.00,0.25,Ideal,H,VS1,61.50,56.00,4.05,4.08,2.50,445.00
12196.00,0.70,Ideal,H,SI1,61.80,53.00,5.71,5.74,3.54,2499.00
12197.00,1.00,Very Good,G,SI1,62.60,59.00,6.29,6.33,3.95,4844.00
12198.00,0.30,Very Good,J,VS2,62.20,57.00,4.28,4.30,2.67,357.00
12199.00,1.01,Premium,G,VVS2,62.40,59.00,6.37,6.32,3.96,7466.00
12200.00,0.41,Premium,F,VVS1,58.90,58.00,4.87,4.84,2.86,1356.00
12201.00,1.01,Good,F,VS2,63.90,58.00,6.32,6.39,4.06,6330.00
12202.00,0.71,Premium,D,SI1,62.70,60.00,5.71,5.67,3.57,2822.00
12203.00,0.73,Very Good,E,SI2,63.30,57.00,5.72,5.69,3.61,2409.00
12204.00,1.20,Fair,G,SI2,65.50,59.00,6.73,6.53,4.34,4044.00
12205.00,0.43,Ideal,G,SI2,62.30,53.00,4.84,4.86,3.02,696.00
12206.00,1.11,Very Good,H,SI2,59.00,59.00,6.79,6.82,4.02,4584.00
12207.00,0.43,Ideal,H,SI1,61.90,55.00,4.84,4.88,3.01,783.00
12208.00,1.51,Ideal,H,VS2,62.20,57.00,7.29,7.33,4.55,11435.00
12209.00,1.71,Ideal,J,VS1,62.40,56.00,7.59,7.63,4.75,10309.00
12210.00,0.40,Very Good,F,SI1,62.30,57.00,4.67,4.74,2.93,737.00
12211.00,0.42,Ideal,H,VVS1,61.30,56.00,4.83,4.86,2.97,1625.00
12212.00,0.40,Ideal,J,VVS2,61.90,55.00,4.74,4.79,2.95,662.00
12213.00,2.01,Good,E,SI2,62.30,61.00,7.99,8.04,4.99,17115.00
12214.00,1.50,Ideal,G,VS1,61.80,56.00,7.38,7.31,4.54,13377.00
12215.00,0.71,Premium,E,SI1,63.00,58.00,5.72,5.68,3.59,2554.00
12216.00,0.84,Premium,F,SI1,59.00,59.00,6.18,6.13,3.63,3115.00
12217.00,0.53,Ideal,F,VVS2,61.30,57.00,5.20,5.24,3.20,2160.00
12218.00,0.59,Ideal,G,VS2,62.60,54.00,5.32,5.38,3.35,1664.00
12219.00,0.30,Ideal,J,VS2,61.90,56.00,4.33,4.30,2.67,630.00
12220.00,0.31,Ideal,D,VVS2,61.00,56.00,4.37,4.39,2.67,853.00
12221.00,1.21,Premium,D,VS1,60.20,59.00,6.89,6.86,4.14,10083.00
12222.00,0.23,Very Good,E,VS2,60.80,58.00,3.98,4.02,2.43,402.00
12223.00,0.41,Ideal,F,VVS1,61.80,55.00,4.78,4.76,2.95,1356.00
12224.00,0.31,Ideal,H,VVS1,61.40,54.00,4.40,4.43,2.71,687.00
12225.00,0.61,Ideal,G,SI1,61.70,55.00,5.46,5.49,3.38,1659.00
12226.00,0.50,Premium,E,VS2,62.60,60.00,5.03,5.00,3.14,1629.00
12227.00,0.25,Ideal,E,VVS1,62.30,53.00,4.08,4.11,2.55,783.00
12228.00,1.01,Ideal,E,SI1,62.00,57.00,6.38,6.45,3.98,5235.00
12229.00,1.57,Premium,G,SI2,61.10,61.00,7.46,7.43,4.55,8572.00
12230.00,0.61,Ideal,I,VS2,62.00,57.00,5.43,5.46,3.37,1627.00
12231.00,2.03,Premium,H,SI2,61.60,58.00,8.09,8.17,5.01,15930.00
12232.00,1.23,Ideal,H,I1,61.90,61.00,6.85,6.79,4.22,3905.00
12233.00,1.22,Very Good,E,SI1,63.40,56.00,6.79,6.76,4.29,5397.00
12234.00,2.03,Good,D,SI2,63.10,59.00,8.12,7.99,5.08,13109.00
12235.00,0.76,Ideal,E,SI2,62.80,56.00,5.78,5.82,3.64,2873.00
12236.00,1.01,Good,F,VVS1,63.20,56.00,6.33,6.39,4.02,9012.00
12237.00,0.71,Ideal,D,VS1,62.20,55.00,5.71,5.74,3.56,3192.00
12238.00,0.53,Ideal,E,SI2,60.80,57.00,5.23,5.26,3.19,1229.00
12239.00,1.20,Ideal,I,SI2,59.60,61.00,6.95,6.97,4.15,4890.00
12240.00,1.20,Premium,J,SI2,61.70,57.00,6.85,6.79,4.21,3782.00
12241.00,1.05,Very Good,D,SI1,60.50,56.00,6.59,6.70,4.00,5821.00
12242.00,0.83,Premium,H,SI1,58.60,61.00,6.20,6.16,3.62,2613.00
12243.00,0.45,Ideal,G,VVS1,61.50,57.00,4.95,4.91,3.03,1358.00
12244.00,0.72,Premium,H,SI1,59.90,58.00,5.85,5.81,3.49,2334.00
12245.00,0.70,Good,H,VS2,,63.00,5.87,5.92,3.34,2187.00
12246.00,1.16,Ideal,I,SI2,62.60,56.00,6.73,6.68,4.20,4560.00
12247.00,1.27,Good,F,I1,59.20,64.00,7.06,6.99,4.16,4324.00
12248.00,1.56,Premium,H,SI1,61.90,59.00,7.46,7.40,4.60,10990.00
12249.00,1.20,Ideal,E,VVS2,61.50,57.00,6.79,6.89,4.21,11883.00
12250.00,1.21,Premium,J,VS1,,60.00,6.99,6.90,4.13,5556.00
12251.00,0.54,Good,E,SI2,63.80,54.00,5.18,5.17,3.30,1250.00
12252.00,0.50,Fair,E,SI1,61.70,68.00,5.09,5.03,3.12,1238.00
12253.00,1.29,Good,J,VS2,58.20,61.00,7.07,7.12,4.13,5898.00
12254.00,0.38,Premium,D,SI2,61.10,58.00,4.68,4.62,2.84,812.00
12255.00,1.01,Premium,G,SI2,61.90,59.00,6.46,6.39,3.98,4327.00
12256.00,0.30,Ideal,G,VS1,61.90,56.00,4.34,4.29,2.67,776.00
12257.00,0.51,Very Good,G,VS1,62.40,60.00,5.05,5.08,3.16,1752.00
12258.00,0.33,Ideal,D,SI2,60.90,56.00,4.48,4.45,2.72,631.00
12259.00,0.51,Very Good,E,VS2,60.20,62.00,5.16,5.27,3.14,1393.00
12260.00,0.34,Ideal,E,VS2,62.40,56.00,4.49,4.45,2.79,956.00
12261.00,1.70,Premium,G,VS2,60.90,60.00,7.71,7.68,4.69,16123.00
12262.00,0.90,Very Good,G,SI2,62.60,60.00,6.10,6.16,3.84,3593.00
12263.00,1.18,Premium,I,VS1,,59.00,6.73,6.71,4.21,5477.00
12264.00,1.70,Ideal,I,SI2,60.70,59.00,7.69,7.64,4.65,8743.00
12265.00,0.31,Ideal,G,IF,61.70,56.00,4.34,4.38,2.69,924.00
12266.00,0.70,Ideal,G,VS1,61.40,55.00,5.74,5.69,3.51,2573.00
12267.00,1.02,Very Good,I,VS2,59.30,59.00,6.56,6.60,3.90,4532.00
12268.00,0.35,Premium,E,VS1,60.80,58.00,4.55,4.58,2.78,829.00
12269.00,0.40,Premium,H,VS1,62.60,58.00,4.71,4.68,2.94,1035.00
12270.00,0.30,Ideal,F,SI1,62.30,54.00,4.30,4.27,2.67,641.00
12271.00,0.73,Premium,E,VS1,60.90,61.00,5.81,5.79,3.53,3311.00
12272.00,1.00,Very Good,E,SI1,63.70,55.00,6.35,6.40,4.06,5413.00
12273.00,1.58,Premium,J,VVS2,61.00,58.00,7.56,7.49,4.59,7592.00
12274.00,1.02,Ideal,F,VS2,61.00,56.00,6.55,6.62,4.02,6393.00
12275.00,0.47,Ideal,E,VS1,61.20,56.00,5.01,5.05,3.08,1872.00
12276.00,0.72,Ideal,G,SI1,63.00,56.00,5.71,5.68,3.59,2385.00
12277.00,0.60,Very Good,F,SI1,60.30,59.00,5.42,5.50,3.29,1670.00
12278.00,0.80,Very Good,I,VS2,62.00,54.20,5.94,5.99,3.70,2591.00
